device_id,interface_name,description,ip_address,subnet_mask,vlan,speed_mbps,duplex,admin_status,operational_status,mac_address,if_type,ip6_address,lldp_remote_sysname,port_security,bpdu_guard,root_guard,storm_control_pps,mtu,source_file
SSL VPN interface_d41d8cd9,Guest-Wifi-OUT,,10.99.8.3,/29,35,,,up,,,unknown,,,,,,,,configs\NRR-INT-AGG-FW001_7-0_9221_202505151430-ASA-VDOM.conf
SSL VPN interface_d41d8cd9,Sbdry-Pcloud-IN,NSX-Sbdry-Pcloud-IN,172.26.0.33,/27,39,,,up,,,unknown,,,,,,,,configs\NRR-INT-AGG-FW001_7-0_9221_202505151430-ASA-VDOM.conf
"""translate\\.google\\..*""",edit,,,,,,,up,up,,ethernet,,,,,,,,configs\NRR-INT-AGG-FW001_7-0_9221_202505151430PA-VDOM.conf
"""translate\\.google\\..*""","""NRR-INT-IPS""",,,,,,,up,up,,ethernet,,,,,,,,configs\NRR-INT-AGG-FW001_7-0_9221_202505151430PA-VDOM.conf
"""translate\\.google\\..*""","""INT-DMZ17G10-SW""",,,,,,,up,up,,ethernet,,,,,,,,configs\NRR-INT-AGG-FW001_7-0_9221_202505151430PA-VDOM.conf
"""translate\\.google\\..*""","""INT-DMZ16-PA""",,,,,,,up,up,,ethernet,,,,,,,,configs\NRR-INT-AGG-FW001_7-0_9221_202505151430PA-VDOM.conf
"""translate\\.google\\..*""","""3360-INTBR-R1_2""",,,,,,,up,up,,ethernet,,,,,,,,configs\NRR-INT-AGG-FW001_7-0_9221_202505151430PA-VDOM.conf
"""translate\\.google\\..*""","""NSX-Pcloud-OUT""",,,,,,,up,up,,ethernet,,,,,,,,configs\NRR-INT-AGG-FW001_7-0_9221_202505151430PA-VDOM.conf
"""translate\\.google\\..*""","""INT-AGG-SW""",,,,,,,up,up,,ethernet,,,,,,,,configs\NRR-INT-AGG-FW001_7-0_9221_202505151430PA-VDOM.conf
"""translate\\.google\\..*""","""16-DMZ-SRVs-PA""",,,,,,,up,up,,ethernet,,,,,,,,configs\NRR-INT-AGG-FW001_7-0_9221_202505151430PA-VDOM.conf
"""translate\\.google\\..*""","""emkan""",,,,,,,up,up,,ethernet,,,,,,,,configs\NRR-INT-AGG-FW001_7-0_9221_202505151430PA-VDOM.conf
"""translate\\.google\\..*""","""16-DMZ-SRVs""",,,,,,,up,up,,ethernet,,,,,,,,configs\NRR-INT-AGG-FW001_7-0_9221_202505151430PA-VDOM.conf
"""translate\\.google\\..*""","""3302-COR-SW""",,,,,,,up,up,,ethernet,,,,,,,,configs\NRR-INT-AGG-FW001_7-0_9221_202505151430PA-VDOM.conf
"""translate\\.google\\..*""","Pairs""",,,,,,,up,up,,ethernet,,,,,,,,configs\NRR-INT-AGG-FW001_7-0_9221_202505151430PA-VDOM.conf
"""translate\\.google\\..*""","""17-DMZ1-SRVs""",,,,,,,up,up,,ethernet,,,,,,,,configs\NRR-INT-AGG-FW001_7-0_9221_202505151430PA-VDOM.conf
"""translate\\.google\\..*""","""18-DMZ2-SRVs""",,,,,,,up,up,,ethernet,,,,,,,,configs\NRR-INT-AGG-FW001_7-0_9221_202505151430PA-VDOM.conf
"""translate\\.google\\..*""","""19-DMZ3-SRVs""",,,,,,,up,up,,ethernet,,,,,,,,configs\NRR-INT-AGG-FW001_7-0_9221_202505151430PA-VDOM.conf
"""translate\\.google\\..*""","""181-DMZ4-SRVs""",,,,,,,up,up,,ethernet,,,,,,,,configs\NRR-INT-AGG-FW001_7-0_9221_202505151430PA-VDOM.conf
"""translate\\.google\\..*""","""149-DMZ5-SRVs""",,,,,,,up,up,,ethernet,,,,,,,,configs\NRR-INT-AGG-FW001_7-0_9221_202505151430PA-VDOM.conf
"""translate\\.google\\..*""","""VPN-DR-Replica""",,,,,,,up,up,,ethernet,,,,,,,,configs\NRR-INT-AGG-FW001_7-0_9221_202505151430PA-VDOM.conf
"""translate\\.google\\..*""","""Sbdy-Pcloud-OUT""",,,,,,,up,up,,ethernet,,,,,,,,configs\NRR-INT-AGG-FW001_7-0_9221_202505151430PA-VDOM.conf
"""translate\\.google\\..*""","""outside_new""",,,,,,,up,up,,ethernet,,,,,,,,configs\NRR-INT-AGG-FW001_7-0_9221_202505151430PA-VDOM.conf
"""translate\\.google\\..*""",MANUALLY,,,,,,,up,up,,ethernet,,,,,,,,configs\NRR-INT-AGG-FW001_7-0_9221_202505151430PA-VDOM.conf
"""translate\\.google\\..*""","""Drahim-ARB""",,,,,,,up,up,,ethernet,,,,,,,,configs\NRR-INT-AGG-FW001_7-0_9221_202505151430PA-VDOM.conf
"""translate\\.google\\..*""","""EMKAN-DR""",,,,,,,up,up,,ethernet,,,,,,,,configs\NRR-INT-AGG-FW001_7-0_9221_202505151430PA-VDOM.conf
"""translate\\.google\\..*""","""Tadawul-OCI-1""",,,,,,,up,up,,ethernet,,,,,,,,configs\NRR-INT-AGG-FW001_7-0_9221_202505151430PA-VDOM.conf
"""translate\\.google\\..*""","""Oracle",,,,,,,up,up,,ethernet,,,,,,,,configs\NRR-INT-AGG-FW001_7-0_9221_202505151430PA-VDOM.conf
"""translate\\.google\\..*""",disable,,,,,,,up,up,,ethernet,,,,,,,,configs\NRR-INT-AGG-FW001_7-0_9221_202505151430PA-VDOM.conf
NRR-INT-INTBR-R001_d41d8cd9,Null0,***IGP Loopback***,10.99.1.40,/32,,,,down,,,unknown,,,,,,,9216,configs\NRR-INT-INTBR-R001.alrajhi.bank-10.99.18.44-2025-05-15_11-06-50.log
NRR-OOB-AGG-FW001_d41d8cd9,port1,,192.168.100.99,/24,,,,down,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port2,,,,,,,down,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port3,,,,,,,down,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port4,,,,,,,down,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port5,,,,,,,down,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port6,,,,,,,down,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port7,,,,,,,down,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port8,,,,,,,down,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port9,,,,,,,down,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port10,,,,,,,down,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port11,,,,,,,down,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port12,,,,,,,down,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port13,,,,,,,down,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port14,,,,,,,down,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port15,,,,,,,down,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port16,,,,,,,down,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port17,,,,,,,down,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port18,,,,,,,up,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port19,,,,,,,down,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port20,,,,,,,up,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port21,,,,,,,down,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port22,,,,,,,down,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port23,,,,,,,down,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port24,,,,,,,down,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port25,,,,,,,down,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port26,,,,,,,down,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port27,,,,,,,down,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port28,,,,,,,down,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port29,,,,,,,down,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port30,,,,,,,down,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port31,,,,,,,down,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port32,,,,,,,down,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port33,,,,,,,down,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port34,,,,,,,up,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port35,,,,,,,up,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port36,,,,,,,up,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port37,,,,,,,up,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port38,,,,,,,down,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port39,,,,,,,up,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,port40,,,,,,,up,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,mgmt1,oob-mgmt,10.99.20.168,/24,,,,up,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,mgmt2,,192.168.2.99,/24,,,,down,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,modem,,,,,,,down,,,physical,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,naf.root,,,,,,,up,,,tunnel,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,l2t.root,,,,,,,up,,,tunnel,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,ssl.root,SSL VPN interface,,,,,,up,,,tunnel,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,NRR-COR-SW,,,,,,,up,,,aggregate,,,,,,,9216,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,OOB-ACC-SW,,,,,,,up,,,aggregate,,,,,,,9216,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,OOB-AGG-SW,,,,,,,up,,,aggregate,,,,,,,9216,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,loopback0,,10.99.1.60,/32,,,,up,,,loopback,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,3306-COR-SW,,10.99.2.44,/29,3306,,,up,,,unknown,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,3370-OOB-NTW,All Network Devices OOB M,10.99.18.1,/24,3370,,,up,,,unknown,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,NRR-OOB,,10.98.0.249,/29,3375,,,up,,,unknown,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,3371-OOB-ACI,ACI Out Band Mgmt,10.99.17.1,/24,3371,,,up,,,unknown,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,3374-OOB-EXADAT,EXA-DATA-MGMT,10.99.21.1,/24,3374,,,up,,,unknown,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,3376-OOB-SYSTEM,System Chassis Management,10.99.22.1,/24,3376,,,up,,,unknown,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,3377-OOB-ISD,ISD OOB Mgmt,10.99.23.1,/24,3377,,,up,,,unknown,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,3382-OOB-NMS,Monitoring Server System,10.99.28.1,/24,3382,,,up,,,unknown,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,3383-OOB-PWDISI,"PowerMax,DD,ISILON",10.99.29.1,/24,3383,,,up,,,unknown,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,3384-OOB-IMVISI,Imvision Controller,10.99.30.1,/24,3384,,,up,,,unknown,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,3385-OOB-PDU,PDU Vlans,10.99.31.1,/24,3385,,,up,,,unknown,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,3373-OOB-SEC,Network Security Devices,10.99.20.1,/24,3373,,,up,,,unknown,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,3372-OOB-SYSLOG,,10.99.19.1,/24,3372,,,up,,,unknown,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,3378-SYS_VDI_MG,,10.99.24.1,/24,3378,,,up,,,unknown,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,3379-SYSCHS-MGM,System_Chas_Mgmt_02,10.99.25.1,/24,3379,,,up,,,unknown,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,CRS-REP1-VL3890,,10.243.224.1,/24,3890,,,down,,,unknown,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,CRS-BKP-VL3891,,10.243.228.1,/24,3891,,,up,,,unknown,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,CRS-OOB-VL3892,,10.243.229.1,/24,3892,,,up,,,unknown,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,EMC_Sys_Mgmt,,10.99.26.1,/24,3380,,,up,,,unknown,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,NRR_DMZ_ACI,,10.127.17.1,/24,3895,,,up,,,unknown,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,NRR_DMZ_NW_Dvcs,,10.127.18.1,/24,3896,,,up,,,unknown,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,Vertiv-PDU,,10.99.27.1,/24,3381,,,up,,,unknown,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-OOB-AGG-FW001_d41d8cd9,DCIM-MGMT,,10.127.30.1,/24,3899,,,up,,,unknown,,,,,,,,configs\NRR-OOB-AGG-FW001_7-0_9221_202505151433.conf
NRR-WAN-AGG-FW001_d41d8cd9,port1,,80.80.80.1,/30,,,,up,,,physical,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,port2,,,,,,,up,,,physical,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,port3,,,,,,,up,,,physical,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,port4,,,,,,,up,,,physical,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,port5,,,,,,,up,,,physical,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,port6,,,,,,,up,,,physical,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,port7,,,,,,,up,,,physical,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,port8,,,,,,,up,,,physical,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,port9,,,,,,,up,,,physical,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,port10,,,,,,,up,,,physical,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,port11,,,,,,,up,,,physical,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,port12,,,,,,,up,,,physical,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,port13,,,,,,,up,,,physical,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,port14,,,,,,,up,,,physical,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,port15,,,,,,,up,,,physical,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,port16,,,,,,,up,,,physical,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,port17,,,,,,,up,,,physical,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,port18,,,,,,,up,,,physical,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,port19,,,,,,,up,,,physical,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,port20,,,,,,,up,,,physical,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,port21,,,,,,,up,,,physical,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,port22,,,,,,,up,,,physical,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,port23,,,,,,,up,,,physical,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,port24,,,,,,,up,,,physical,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,port25,,,,,,,up,,,physical,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,port26,,,,,,,up,,,physical,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,port27,,,,,,,up,,,physical,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,port28,,,,,,,up,,,physical,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,mgmt1,oob-mgmt,10.99.20.166,/24,,,,up,,,physical,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,mgmt2,,192.168.2.99,/24,,,,up,,,physical,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,mgmt3,,,,,,,up,,,physical,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,ha1,,,,,,,up,,,physical,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,ha2,,,,,,,up,,,physical,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,modem,,,,,,,down,,,physical,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,naf.root,,,,,,,up,,,tunnel,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,l2t.root,,,,,,,up,,,tunnel,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,ssl.root,SSL VPN interface,,,,,,down,,,tunnel,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,naf.mgmt-vdom,,,,,,,up,,,tunnel,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,l2t.mgmt-vdom,,,,,,,up,,,tunnel,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,ssl.mgmt-vdom,SSL VPN interface,,,,,,up,,,tunnel,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,npu0_vlink0,,,,,,,down,,,physical,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,npu0_vlink1,,,,,,,down,,,physical,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,NRR-COR-SW,,,,,,,up,,,aggregate,,,,,,,9198,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,WAN-AGG-SW,,,,,,,up,,,aggregate,,,,,,,9198,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,3301-COR-SW,,10.99.2.4,/29,3301,,,up,,,unknown,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,3320-WAN-GM,,10.99.3.2,/30,3320,,,up,,,unknown,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,3321-WAN-GM,,10.99.3.6,/30,3321,,,up,,,unknown,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,3326-VSA-SIHUB,,10.99.3.26,/30,3326,,,up,,,unknown,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,3327-VSA-SIHUB,,10.99.3.30,/30,3327,,,up,,,unknown,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,3328-VSA-DSHUB,,10.99.3.34,/30,3328,,,up,,,unknown,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,3329-VSA-DSHUB,,10.99.3.38,/30,3329,,,up,,,unknown,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,3330-VSA-3GHUB,,10.99.3.42,/30,3330,,,up,,,unknown,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
NRR-WAN-AGG-FW001_d41d8cd9,Loopbackopback0,,10.99.1.25,/32,,,,up,,,loopback,,,,,,,,configs\NRR-WAN-AGG-FW001_7-0_0282_202505151434.conf
